system_name,school_name,asian,black_or_african_american,american_indian_alaska_native,native_hawaiian_pacific_islander,white,two_or_more_races,hispanic_latino,year,total_enrollment_2022,econ_disadv,foster,gen_ed,homeless,migrant,military,swd,el,econ_disadv_pct_2022,foster_pct_2022,gen_ed_pct_2022,homeless_pct_2022,migrant_pct_2022,military_pct_2022,swd_pct_2022,el_pct_2022,asian_pct_2022,black_or_african_american_pct_2022,american_indian_alaska_native_pct_2022,native_hawaiian_pacific_islander_pct_2022,white_pct_2022,two_or_more_races_pct_2022,hispanic_latino_pct_2022,sum_pct_2022
Auburn City,Auburn High School,220,457,*,*,1249,45,107,2022,2079.0,375.0,,1790.0,,,43.0,289.0,78.0,0.18037518037518038,,0.860990860990861,,,0.02068302068302068,0.139009139009139,0.03751803751803752,0.10582010582010581,0.21981721981721983,,,0.6007696007696007,0.021645021645021644,0.05146705146705147,
Decatur City,Austin High School,15,330,*,*,346,22,289,2022,1008.0,393.0,,873.0,,,20.0,135.0,89.0,0.3898809523809524,,0.8660714285714286,,,0.01984126984126984,0.13392857142857142,0.0882936507936508,0.01488095238095238,0.3273809523809524,,,0.34325396825396826,0.021825396825396824,0.2867063492063492,
Birmingham City,Avondale Elementary School,*,272,*,*,41,*,22,2022,346.0,205.0,,297.0,,,,49.0,11.0,0.5924855491329479,,0.8583815028901735,,,,0.1416184971098266,0.031791907514450865,,0.7861271676300579,,,0.11849710982658959,,0.06358381502890173,
Pike County,Banks School,*,117,*,*,215,*,16,2022,360.0,180.0,,275.0,,,,85.0,,0.5,,0.7638888888888888,,,,0.2361111111111111,,,0.325,,,0.5972222222222222,,0.044444444444444446,
Lee County,Beauregard High School,*,114,*,*,347,26,32,2022,519.0,274.0,,437.0,,,23.0,82.0,,0.5279383429672447,,0.8420038535645472,,,0.04431599229287091,0.1579961464354528,,,0.21965317919075145,,,0.6685934489402697,0.05009633911368015,0.06165703275529865,
Franklin County,Belgreen High School,*,14,*,*,400,11,113,2022,540.0,255.0,,423.0,,,,117.0,47.0,0.4722222222222222,,0.7833333333333333,,,,0.21666666666666667,0.08703703703703704,,0.025925925925925925,,,0.7407407407407407,0.020370370370370372,0.20925925925925926,
Fayette County,Berry Elementary School,*,15,*,*,289,16,*,2022,321.0,195.0,,253.0,,,,68.0,,0.6074766355140186,,0.7881619937694704,,,,0.2118380062305296,,,0.04672897196261682,,,0.9003115264797508,0.04984423676012461,,
Bibb County,Bibb County High School,*,168,*,*,274,*,25,2022,476.0,258.0,,365.0,,,,111.0,12.0,0.542016806722689,,0.7668067226890757,,,,0.23319327731092437,0.025210084033613446,,0.35294117647058826,,,0.5756302521008403,,0.052521008403361345,
Huntsville City,Blossomwood Elementary School,*,270,*,*,272,58,25,2022,631.0,272.0,,526.0,,,19.0,105.0,,0.43106180665610144,,0.8335974643423137,,,0.030110935023771792,0.1664025356576862,,,0.42789223454833597,,,0.43106180665610144,0.0919175911251981,0.039619651347068144,
Macon County,Booker T Washington High,*,440,*,*,*,22,*,2022,474.0,256.0,,390.0,,,15.0,84.0,,0.540084388185654,,0.8227848101265823,,,0.03164556962025317,0.17721518987341772,,,0.9282700421940928,,,,0.046413502109704644,,
Dallas County,Brantley Elementary School,*,166,*,*,46,21,*,2022,235.0,192.0,,190.0,26.0,,,45.0,,0.8170212765957446,,0.8085106382978723,0.11063829787234042,,,0.19148936170212766,,,0.7063829787234043,,,0.19574468085106383,0.08936170212765958,,
Crenshaw County,Brantley High School,*,148,*,*,338,17,13,2022,522.0,252.0,,402.0,,,,120.0,,0.4827586206896552,,0.7701149425287356,,,,0.22988505747126436,,,0.2835249042145594,,,0.6475095785440613,0.032567049808429116,0.02490421455938697,
Brewton City,Brewton Elementary School,*,145,*,*,305,*,16,2022,479.0,198.0,,396.0,,,,83.0,,0.4133611691022965,,0.826722338204593,,,,0.1732776617954071,,,0.302713987473904,,,0.6367432150313153,,0.033402922755741124,
Jackson County,Bridgeport Middle School,*,14,16,*,96,*,*,2022,128.0,48.0,,106.0,,,,22.0,,0.375,,0.828125,,,,0.171875,,,0.109375,0.125,,0.75,,,
Marion County,Brilliant School,*,*,*,*,*,*,*,2022,249.0,157.0,,203.0,,,,46.0,,0.6305220883534136,,0.8152610441767069,,,,0.18473895582329317,,,,,,,,,
Mountain Brook City,Brookwood Forest Elementary School,*,*,*,*,497,23,*,2022,540.0,,,441.0,,,,99.0,,,,0.8166666666666667,,,,0.18333333333333332,,,,,,0.9203703703703704,0.04259259259259259,,
Talladega City,C L Salter Elementary School,*,166,*,*,27,*,22,2022,218.0,172.0,,180.0,,,,38.0,11.0,0.7889908256880734,,0.8256880733944955,,,,0.1743119266055046,0.05045871559633028,,0.7614678899082569,,,0.12385321100917432,,0.10091743119266056,
Shelby County,Calera High,11,393,*,*,455,12,97,2022,969.0,452.0,,856.0,18.0,,38.0,113.0,38.0,0.4664602683178535,,0.8833849329205367,0.018575851393188854,,0.0392156862745098,0.11661506707946337,0.0392156862745098,0.011351909184726523,0.4055727554179567,,,0.4695562435500516,0.01238390092879257,0.1001031991744066,
Walker County,Carbon Hill Elementary-Junior High School,*,17,*,*,474,*,19,2022,513.0,328.0,,387.0,,,,126.0,,0.6393762183235867,,0.7543859649122807,,,,0.24561403508771928,,,0.03313840155945419,,,0.9239766081871345,,0.037037037037037035,
Etowah County,Carlisle Elementary School,*,*,*,*,253,12,44,2022,321.0,192.0,,262.0,,,,59.0,22.0,0.5981308411214953,,0.8161993769470405,,,,0.1838006230529595,0.06853582554517133,,,,,0.7881619937694704,0.037383177570093455,0.13707165109034267,
Ozark City,Carroll High School,13,296,*,*,282,23,28,2022,646.0,267.0,,534.0,26.0,,48.0,112.0,,0.413312693498452,,0.826625386996904,0.04024767801857585,,0.07430340557275542,0.17337461300309598,,0.020123839009287926,0.4582043343653251,,,0.43653250773993807,0.03560371517027864,0.043343653250773995,
Dothan City,"Carver School of Mathematics, Science, and Technology",25,150,*,*,207,13,27,2022,424.0,204.0,,383.0,,,,41.0,,0.4811320754716981,,0.9033018867924528,,,,0.09669811320754718,,0.0589622641509434,0.35377358490566035,,,0.4882075471698113,0.030660377358490566,0.06367924528301887,
Troy City,Charles Henderson High School,17,332,*,*,160,*,17,2022,533.0,228.0,,434.0,,,23.0,99.0,,0.4277673545966229,,0.8142589118198874,,,0.043151969981238276,0.18574108818011256,,0.03189493433395872,0.6228893058161351,,,0.300187617260788,,0.03189493433395872,
Washington County,Chatom Elementary School,*,42,12,*,257,*,*,2022,317.0,119.0,,247.0,,,,70.0,,0.3753943217665615,,0.7791798107255521,,,,0.22082018927444794,,,0.13249211356466878,0.03785488958990536,,0.8107255520504731,,,
Chickasaw City,Chickasaw City Elementary School,*,331,*,*,128,19,17,2022,498.0,362.0,,397.0,,,,101.0,,0.7269076305220884,,0.7971887550200804,,,,0.20281124497991967,,,0.6646586345381527,,,0.2570281124497992,0.03815261044176707,0.03413654618473896,
Chilton County,Chilton County High School,*,139,*,*,478,36,107,2022,772.0,451.0,,626.0,,,,146.0,38.0,0.5841968911917098,,0.810880829015544,,,,0.18911917098445596,0.04922279792746114,,0.1800518134715026,,,0.6191709844559585,0.046632124352331605,0.13860103626943004,
Clarke County,Clarke County High School,*,180,*,*,71,*,*,2022,258.0,151.0,,233.0,,,,25.0,,0.5852713178294574,,0.9031007751937985,,,,0.09689922480620156,,,0.6976744186046512,,,0.2751937984496124,,,
Cleburne County,Cleburne County Elementary School,*,23,*,*,314,14,*,2022,362.0,202.0,,308.0,11.0,,,54.0,,0.5580110497237569,,0.850828729281768,0.03038674033149171,,,0.14917127071823205,,,0.06353591160220995,,,0.8674033149171271,0.03867403314917127,,
Conecuh County,Conecuh County Junior High School,*,44,*,*,47,*,*,2022,103.0,65.0,,87.0,,,,16.0,,0.6310679611650486,,0.8446601941747572,,,,0.1553398058252427,,,0.42718446601941745,,,0.4563106796116505,,,
Morgan County,Cotaco School,*,17,*,*,463,14,23,2022,523.0,257.0,,384.0,,,,139.0,,0.491395793499044,,0.734225621414914,,,,0.26577437858508607,,,0.032504780114722756,,,0.8852772466539197,0.02676864244741874,0.04397705544933078,
Alabaster City,Creek View Elementary School,*,174,*,*,521,27,172,2022,911.0,350.0,,767.0,11.0,,24.0,144.0,99.0,0.38419319429198684,,0.8419319429198683,0.012074643249176729,,0.026344676180021953,0.15806805708013172,0.10867178924259056,,0.19099890230515917,,,0.5718990120746432,0.029637760702524697,0.18880351262349068,
Hartselle City,Crestline Elementary School,*,22,*,*,494,*,15,2022,544.0,187.0,,382.0,,,,162.0,,0.34375,,0.7022058823529411,,,,0.2977941176470588,,,0.04044117647058824,,,0.9080882352941176,,0.027573529411764705,
Cullman City,Cullman Middle School,*,*,*,*,441,12,44,2022,510.0,100.0,,427.0,,,,83.0,11.0,0.19607843137254902,,0.8372549019607843,,,,0.1627450980392157,0.021568627450980392,,,,,0.8647058823529412,0.023529411764705882,0.08627450980392157,
Daleville City,Daleville High School,*,88,*,*,142,*,58,2022,301.0,144.0,,250.0,,,12.0,51.0,20.0,0.47840531561461797,,0.8305647840531561,,,0.03986710963455149,0.16943521594684385,0.0664451827242525,,0.292358803986711,,,0.4717607973421927,,0.19269102990033224,
Demopolis City,Demopolis Middle School,*,249,*,*,209,*,23,2022,489.0,204.0,,444.0,,,,45.0,12.0,0.4171779141104294,,0.9079754601226994,,,,0.09202453987730061,0.024539877300613498,,0.50920245398773,,,0.4274028629856851,,0.04703476482617587,
Tuscumbia City,Deshler High School,*,99,*,*,279,15,11,2022,408.0,143.0,,348.0,,,,60.0,,0.35049019607843135,,0.8529411764705882,,,,0.14705882352941177,,,0.2426470588235294,,,0.6838235294117647,0.03676470588235294,0.02696078431372549,
Fairfield City,Donald Elementary School,*,*,*,*,*,*,13,2022,269.0,216.0,,237.0,40.0,,,32.0,,0.8029739776951673,,0.8810408921933085,0.14869888475836432,,,0.11895910780669144,,,,,,,,0.048327137546468404,
Vestavia Hills City,East Elementary,23,32,*,*,713,*,20,2022,795.0,24.0,,674.0,,,,121.0,,0.03018867924528302,,0.8477987421383648,,,,0.15220125786163521,,0.028930817610062894,0.04025157232704402,,,0.8968553459119497,,0.025157232704402517,
Homewood City,Edgewood Elementary School,*,54,*,*,689,25,32,2022,806.0,51.0,,753.0,,,,53.0,23.0,0.06327543424317618,,0.93424317617866,,,,0.06575682382133995,0.028535980148883373,,0.06699751861042183,,,0.8548387096774194,0.031017369727047148,0.03970223325062035,
Elba City,Elba Elementary School,*,177,*,*,203,*,13,2022,400.0,268.0,,327.0,,,,73.0,,0.67,,0.8175,,,,0.1825,,,0.4425,,,0.5075,,0.0325,
Elmore County,Elmore County High School,*,50,*,*,424,*,*,2022,485.0,150.0,,376.0,,,,109.0,,0.30927835051546393,,0.7752577319587629,,,,0.22474226804123712,,,0.10309278350515463,,,0.8742268041237113,,,
Eufaula City,Eufaula High School,*,346,*,*,236,*,76,2022,670.0,349.0,,548.0,,,,122.0,25.0,0.5208955223880597,,0.817910447761194,,,,0.18208955223880596,0.03731343283582089,,0.5164179104477612,,,0.3522388059701492,,0.11343283582089553,
Geneva City,Geneva High School,*,44,*,*,296,*,*,2022,357.0,160.0,,291.0,,,,66.0,,0.4481792717086835,,0.8151260504201681,,,,0.18487394957983194,,,0.12324929971988796,,,0.8291316526610645,,,
Linden City,George P Austin Junior High School,*,*,*,*,*,*,*,2022,105.0,81.0,,80.0,,,,25.0,,0.7714285714285715,,0.7619047619047619,,,,0.23809523809523808,,,,,,,,,
Gulf Shores City,Gulf Shores Elementary School,11,41,12,*,860,20,77,2022,1024.0,171.0,,861.0,,,,163.0,34.0,0.1669921875,,0.8408203125,,,,0.1591796875,0.033203125,0.0107421875,0.0400390625,0.01171875,,0.83984375,0.01953125,0.0751953125,
Guntersville City,Guntersville Middle School,*,45,*,*,314,*,42,2022,422.0,179.0,,370.0,25.0,,,52.0,19.0,0.42417061611374407,,0.8767772511848341,0.05924170616113744,,,0.12322274881516587,0.045023696682464455,,0.1066350710900474,,,0.7440758293838863,,0.0995260663507109,
Roanoke City,Handley Middle School,*,195,*,*,275,*,11,2022,487.0,252.0,,406.0,,,,81.0,,0.5174537987679672,,0.8336755646817249,,,,0.16632443531827515,,,0.4004106776180698,,,0.5646817248459959,,0.022587268993839837,
Madison City,Heritage Elementary School,107,158,*,*,488,42,77,2022,880.0,126.0,,733.0,,,22.0,147.0,59.0,0.1431818181818182,,0.8329545454545455,,,0.025,0.16704545454545455,0.06704545454545455,0.1215909090909091,0.17954545454545454,,,0.5545454545454546,0.04772727272727273,0.0875,
Tuscaloosa County,Holt Elementary School,*,283,*,*,66,13,103,2022,469.0,342.0,,360.0,,,,109.0,45.0,0.7292110874200426,,0.767590618336887,,,,0.232409381663113,0.09594882729211088,,0.603411513859275,,,0.14072494669509594,0.02771855010660981,0.21961620469083157,
i3 Academy,i3 Academy - Elementary School,*,339,*,*,27,*,13,2022,382.0,239.0,,317.0,11.0,,,65.0,,0.6256544502617801,,0.8298429319371727,0.028795811518324606,,,0.17015706806282724,,,0.887434554973822,,,0.07068062827225131,,0.034031413612565446,
Jacksonville City,Kitty Stone Elementary School,13,305,*,*,538,40,45,2022,942.0,500.0,,753.0,,,,189.0,11.0,0.5307855626326964,,0.7993630573248408,,,,0.20063694267515925,0.01167728237791932,0.013800424628450107,0.3237791932059448,,,0.5711252653927813,0.04246284501061571,0.04777070063694268,
LEAD Academy,LEAD Academy - Elementary School,*,289,*,*,11,*,*,2022,311.0,203.0,,294.0,,,,17.0,,0.6527331189710611,,0.9453376205787781,,,,0.05466237942122187,,,0.9292604501607717,,,0.03536977491961415,,,
Leeds City,Leeds Elementary School,*,106,*,*,253,*,68,2022,429.0,212.0,,353.0,,,,76.0,44.0,0.49417249417249415,,0.8228438228438228,,,,0.17715617715617715,0.10256410256410256,,0.24708624708624707,,,0.5897435897435898,,0.1585081585081585,
LIFE Academy,LIFE Academy at Historic St Jude Educational Institute,*,*,*,*,*,*,*,2022,168.0,129.0,,168.0,,,,,,0.7678571428571429,,1.0,,,,,,,,,,,,,
Jasper City,Maddox Intermediate School,*,89,*,*,394,13,108,2022,610.0,291.0,,482.0,,,13.0,128.0,77.0,0.47704918032786886,,0.7901639344262295,,,0.021311475409836064,0.2098360655737705,0.12622950819672132,,0.14590163934426228,,,0.6459016393442623,0.021311475409836064,0.17704918032786884,
Midfield City,Midfield Elementary School,*,*,*,*,*,*,35,2022,354.0,295.0,,312.0,19.0,,,42.0,23.0,0.8333333333333334,,0.8813559322033898,0.05367231638418079,,,0.11864406779661017,0.06497175141242938,,,,,,,0.09887005649717515,
Muscle Shoals City,Muscle Shoals Middle School,22,106,*,*,421,38,42,2022,639.0,185.0,,521.0,,,27.0,118.0,14.0,0.2895148669796557,,0.8153364632237872,,,0.04225352112676056,0.18466353677621283,0.02190923317683881,0.03442879499217527,0.16588419405320814,,,0.6588419405320813,0.0594679186228482,0.06572769953051644,
Opelika City,Northside School,*,240,*,*,170,*,17,2022,433.0,218.0,,361.0,,,,72.0,,0.5034642032332564,,0.8337182448036952,,,,0.16628175519630484,,,0.5542725173210161,,,0.39260969976905313,,0.03926096997690531,
Oneonta City,Oneonta Elementary School,*,36,*,*,398,27,145,2022,619.0,247.0,,526.0,,,,93.0,96.0,0.3990306946688207,,0.8497576736672051,,,,0.15024232633279483,0.15508885298869143,,0.05815831987075929,,,0.6429725363489499,0.04361873990306947,0.23424878836833601,
Opp City,Opp High School,*,89,*,*,265,*,*,2022,370.0,160.0,,287.0,,,,83.0,,0.43243243243243246,,0.7756756756756756,,,,0.22432432432432434,,,0.24054054054054055,,,0.7162162162162162,,,
Oxford City,Oxford Elementary School,23,224,*,*,370,33,140,2022,791.0,411.0,,609.0,,,,182.0,62.0,0.5195954487989887,,0.7699115044247787,,,,0.23008849557522124,0.07838179519595449,0.029077117572692796,0.2831858407079646,,,0.46776232616940583,0.041719342604298354,0.17699115044247787,
Pike Road City,Pike Road Intermediate School,36,176,*,*,335,*,49,2022,601.0,90.0,,515.0,,,70.0,86.0,34.0,0.1497504159733777,,0.8569051580698835,,,0.11647254575707154,0.14309484193011648,0.056572379367720464,0.059900166389351084,0.2928452579034942,,,0.5574043261231281,,0.08153078202995008,
Satsuma City,Robert E. Lee Elementary,*,49,21,*,667,*,14,2022,765.0,326.0,,608.0,,,,157.0,,0.4261437908496732,,0.7947712418300653,,,,0.20522875816993463,,,0.06405228758169934,0.027450980392156862,,0.8718954248366013,,0.018300653594771243,
Russellville City,Russellville Elementary School,*,24,*,*,198,11,368,2022,603.0,164.0,,511.0,,,,92.0,233.0,0.27197346600331673,,0.8474295190713101,,,,0.15257048092868988,0.3864013266998342,,0.03980099502487562,,,0.3283582089552239,0.01824212271973466,0.6102819237147595,
Saraland City,Saraland Early Education Center,*,73,*,*,388,27,*,2022,505.0,162.0,,403.0,,,,102.0,,0.3207920792079208,,0.7980198019801981,,,,0.201980198019802,,,0.14455445544554454,,,0.7683168316831683,0.053465346534653464,,
Tallassee City,Southside Middle School,*,128,*,*,275,*,34,2022,452.0,267.0,,360.0,,,,92.0,17.0,0.5907079646017699,,0.7964601769911505,,,,0.20353982300884957,0.03761061946902655,,0.2831858407079646,,,0.6084070796460177,,0.0752212389380531,
Hoover City,Spain Park High School,94,302,*,*,931,71,136,2022,1535.0,342.0,,1377.0,,,13.0,158.0,69.0,0.22280130293159608,,0.8970684039087948,,,0.008469055374592834,0.10293159609120521,0.04495114006514658,0.06123778501628664,0.196742671009772,,,0.606514657980456,0.04625407166123779,0.08859934853420195,
Tuscaloosa City,The Alberta School of Performing Arts,*,523,*,*,43,*,39,2022,625.0,346.0,,499.0,17.0,,,126.0,30.0,0.5536,,0.7984,0.0272,,,0.2016,0.048,,0.8368,,,0.0688,,0.0624,
Thomasville City,Thomasville High School,*,173,*,*,136,*,*,2022,319.0,184.0,,260.0,,,,59.0,,0.5768025078369906,,0.8150470219435737,,,,0.18495297805642633,,,0.542319749216301,,,0.4263322884012539,,,
Lanett City,W. O. Lance Elementary,*,414,*,*,40,*,115,2022,577.0,379.0,,489.0,,,,88.0,90.0,0.6568457538994801,,0.8474870017331022,,,,0.15251299826689774,0.1559792027729636,,0.7175043327556326,,,0.06932409012131716,,0.19930675909878684,
Randolph County,Wedowee Elementary School,*,48,*,*,164,*,44,2022,275.0,190.0,,223.0,,,,52.0,33.0,0.6909090909090909,,0.8109090909090909,,,,0.1890909090909091,0.12,,0.17454545454545456,,,0.5963636363636363,,0.16,
Winfield City,Winfield Elementary School,*,22,*,*,480,12,16,2022,537.0,250.0,,440.0,,,,97.0,12.0,0.4655493482309125,,0.819366852886406,,,,0.18063314711359404,0.0223463687150838,,0.040968342644320296,,,0.8938547486033519,0.0223463687150838,0.0297951582867784,
Houston County,Ashford Middle School,*,82,*,*,196,*,11,2022,299.0,187.0,,231.0,,,,68.0,,0.6254180602006689,,0.7725752508361204,,,,0.22742474916387959,,,0.27424749163879597,,,0.6555183946488294,,0.03678929765886288,
Lee County,Beauregard Elementary School,*,132,*,*,498,63,60,2022,753.0,462.0,,582.0,,,,171.0,32.0,0.6135458167330677,,0.7729083665338645,,,,0.22709163346613545,0.04249667994687915,,0.1752988047808765,,,0.6613545816733067,0.08366533864541832,0.0796812749003984,
Houston County,Ashford Elementary School,*,134,*,*,434,25,18,2022,619.0,361.0,,479.0,,,,140.0,,0.5831987075928917,,0.7738287560581584,,,,0.22617124394184168,,,0.21647819063004847,,,0.7011308562197092,0.04038772213247173,0.029079159935379646,
Baldwin County,Bay Minette Middle School,*,144,*,*,232,49,17,2022,447.0,260.0,,320.0,,,,127.0,,0.5816554809843401,,0.7158836689038032,,,,0.2841163310961969,,,0.3221476510067114,,,0.5190156599552572,0.10961968680089486,0.03803131991051454,
Dothan City,Beverlye Intermediate School,*,319,*,*,68,*,32,2022,431.0,342.0,,325.0,,,,106.0,23.0,0.7935034802784223,,0.7540603248259861,,,,0.2459396751740139,0.05336426914153132,,0.740139211136891,,,0.15777262180974477,,0.07424593967517401,
Limestone County,Blue Springs Elementary School,*,27,*,*,363,20,66,2022,479.0,255.0,,375.0,,,,104.0,35.0,0.5323590814196242,,0.7828810020876826,,,,0.21711899791231734,0.07306889352818371,,0.05636743215031315,,,0.7578288100208769,0.04175365344467641,0.13778705636743216,
St Clair County,Ashville Middle School,*,16,*,*,310,*,18,2022,354.0,251.0,,250.0,,,,104.0,,0.7090395480225988,,0.7062146892655368,,,,0.2937853107344633,,,0.04519774011299435,,,0.8757062146892656,,0.05084745762711865,
Daleville City,A M Windham Elementary School,*,128,*,*,257,25,92,2022,504.0,323.0,,411.0,,,27.0,93.0,30.0,0.6408730158730159,,0.8154761904761905,,,0.05357142857142857,0.18452380952380953,0.05952380952380952,,0.25396825396825395,,,0.5099206349206349,0.0496031746031746,0.18253968253968253,
Bessemer City,Abrams Elementary School,*,*,*,*,*,*,33,2022,227.0,174.0,,191.0,,,,36.0,18.0,0.7665198237885462,,0.8414096916299559,,,,0.15859030837004406,0.07929515418502203,,,,,,,0.14537444933920704,
Winston County,Addison Elementary School,*,*,*,*,*,*,*,2022,317.0,138.0,,231.0,,,,86.0,,0.4353312302839117,,0.7287066246056783,,,,0.27129337539432175,,,,,,,,,
Calhoun County,Alexandria Middle School,*,55,*,*,405,*,17,2022,487.0,243.0,,389.0,,,,98.0,,0.4989733059548255,,0.7987679671457906,,,,0.20123203285420946,,,0.11293634496919917,,,0.8316221765913757,,0.03490759753593429,
Anniston City,Anniston Middle School,*,348,*,*,24,*,25,2022,402.0,293.0,,333.0,,,20.0,69.0,,0.7288557213930348,,0.8283582089552238,,,0.04975124378109453,0.17164179104477612,,,0.8656716417910447,,,0.05970149253731343,,0.06218905472636816,
Athens City,Athens Intermediate School,11,90,*,*,317,35,124,2022,584.0,257.0,,462.0,,,16.0,122.0,92.0,0.4400684931506849,,0.791095890410959,,,0.0273972602739726,0.2089041095890411,0.15753424657534246,0.018835616438356163,0.1541095890410959,,,0.5428082191780822,0.059931506849315065,0.21232876712328766,
Decatur City,Austin Junior High School,*,270,*,*,197,29,244,2022,750.0,362.0,,651.0,,,,99.0,91.0,0.4826666666666667,,0.868,,,,0.132,0.12133333333333333,,0.36,,,0.26266666666666666,0.03866666666666667,0.3253333333333333,
Autauga County,Autaugaville School,*,209,*,*,25,*,*,2022,242.0,213.0,,174.0,,,,68.0,,0.8801652892561983,,0.71900826446281,,,,0.2809917355371901,,,0.8636363636363636,,,0.10330578512396695,,,
Baldwin County,Bay Minette Elementary School,*,263,*,*,375,95,31,2022,768.0,490.0,,588.0,,,19.0,180.0,11.0,0.6380208333333334,,0.765625,,,0.024739583333333332,0.234375,0.014322916666666666,,0.3424479166666667,,,0.48828125,0.12369791666666667,0.040364583333333336,
Jackson County,Bridgeport Elementary School,*,19,17,*,128,*,12,2022,180.0,60.0,,145.0,,,,35.0,,0.3333333333333333,,0.8055555555555556,,,,0.19444444444444445,,,0.10555555555555556,0.09444444444444444,,0.7111111111111111,,0.06666666666666667,
Shelby County,Calera Intermediate School,*,286,*,*,330,34,85,2022,749.0,396.0,,602.0,,,36.0,147.0,57.0,0.5287049399198932,,0.8037383177570093,,,0.04806408544726302,0.19626168224299065,0.07610146862483311,,0.3818424566088118,,,0.44058744993324434,0.04539385847797063,0.11348464619492657,
Lowndes County,Calhoun High School,*,*,*,*,*,*,*,2022,175.0,131.0,,136.0,35.0,,,39.0,,0.7485714285714286,,0.7771428571428571,0.2,,,0.22285714285714286,,,,,,,,,
Dothan City,Carver 9th Grade Academy,*,302,*,*,151,*,55,2022,519.0,339.0,,411.0,,,,108.0,33.0,0.653179190751445,,0.791907514450867,,,,0.20809248554913296,0.06358381502890173,,0.581888246628131,,,0.2909441233140655,,0.10597302504816955,
Limestone County,Cedar Hill Elementary School,*,12,*,*,519,*,41,2022,589.0,222.0,,452.0,,,,137.0,,0.3769100169779287,,0.767402376910017,,,,0.23259762308998302,,,0.02037351443123939,,,0.8811544991511036,,0.06960950764006792,
Troy City,Charles Henderson Middle,*,151,*,*,70,*,*,2022,242.0,118.0,,192.0,,,,50.0,,0.48760330578512395,,0.7933884297520661,,,,0.2066115702479339,,,0.6239669421487604,,,0.2892561983471074,,,
Chickasaw City,Chickasaw Middle School,*,184,*,*,53,*,*,2022,250.0,180.0,,177.0,,,,73.0,,0.72,,0.708,,,,0.292,,,0.736,,,0.212,,,
Cleburne County,Cleburne County Middle School,*,18,*,*,214,*,*,2022,245.0,133.0,,199.0,,,,46.0,,0.5428571428571428,,0.8122448979591836,,,,0.18775510204081633,,,0.07346938775510205,,,0.8734693877551021,,,
Tallapoosa County,Dadeville Elementary School,*,301,*,*,287,25,*,2022,622.0,469.0,,477.0,,,,145.0,,0.7540192926045016,,0.7668810289389068,,,,0.23311897106109325,,,0.48392282958199356,,,0.46141479099678456,0.04019292604501608,,
Franklin County,East Franklin Junior High School,*,*,*,*,*,*,32,2022,230.0,102.0,,184.0,,,,46.0,13.0,0.4434782608695652,,0.8,,,,0.2,0.05652173913043478,,,,,,,0.1391304347826087,
Geneva County,Geneva County Elementary School,*,40,*,*,316,23,29,2022,416.0,285.0,,336.0,,,,80.0,,0.6850961538461539,,0.8076923076923077,,,,0.19230769230769232,,,0.09615384615384616,,,0.7596153846153846,0.055288461538461536,0.06971153846153846,
i3 Academy,i3 Academy - Middle School,*,*,*,*,*,*,*,2022,88.0,53.0,,71.0,,,,17.0,,0.6022727272727273,,0.8068181818181818,,,,0.19318181818181818,,,,,,,,,
Sylacauga City,Indian Valley Elementary School,*,229,*,*,257,22,17,2022,533.0,324.0,,466.0,,,,67.0,,0.6078799249530957,,0.874296435272045,,,,0.12570356472795496,,,0.42964352720450283,,,0.4821763602251407,0.04127579737335835,0.03189493433395872,
LEAD Academy,LEAD Academy - Middle School,*,185,*,*,13,*,*,2022,207.0,134.0,,186.0,,,,21.0,,0.6473429951690821,,0.8985507246376812,,,,0.10144927536231885,,,0.893719806763285,,,0.06280193236714976,,,
Oneonta City,Oneonta Middle School,*,18,*,*,201,13,89,2022,325.0,129.0,,280.0,,,,45.0,16.0,0.39692307692307693,,0.8615384615384616,,,,0.13846153846153847,0.04923076923076923,,0.055384615384615386,,,0.6184615384615385,0.04,0.27384615384615385,
Pike Road City,Pike Road High School,25,205,*,*,247,*,51,2022,533.0,103.0,,483.0,,,50.0,50.0,19.0,0.19324577861163228,,0.9061913696060038,,,0.09380863039399624,0.09380863039399624,0.03564727954971857,0.04690431519699812,0.38461538461538464,,,0.4634146341463415,,0.09568480300187618,
Vestavia Hills City,West Elementary,103,50,*,*,543,24,29,2022,751.0,34.0,,648.0,,,,103.0,35.0,0.045272969374167776,,0.8628495339547271,,,,0.13715046604527298,0.04660452729693742,0.13715046604527298,0.06657789613848203,,,0.7230359520639148,0.03195739014647137,0.03861517976031957,
Winfield City,Winfield Middle School,*,19,*,*,344,*,16,2022,386.0,175.0,,328.0,,,,58.0,,0.4533678756476684,,0.8497409326424871,,,,0.15025906735751296,,,0.04922279792746114,,,0.8911917098445595,,0.04145077720207254,
Henry County,Abbeville Elementary School,*,180,*,*,146,23,17,2022,368.0,247.0,,266.0,,,,102.0,,0.6711956521739131,,0.7228260869565217,,,,0.27717391304347827,,,0.4891304347826087,,,0.3967391304347826,0.0625,0.04619565217391304,
Shelby County,Calera Elementary,*,253,*,*,345,39,94,2022,739.0,412.0,,644.0,,,23.0,95.0,57.0,0.557510148849797,,0.871447902571042,,,0.03112313937753721,0.12855209742895804,0.07713125845737483,,0.3423545331529093,,,0.4668470906630582,0.05277401894451962,0.12719891745602166,
