system_name,school_name,asian,black_or_african_american,american_indian_alaska_native,native_hawaiian_pacific_islander,white,two_or_more_races,hispanic_latino,year,total_enrollment_2022,econ_disadv,foster,gen_ed,homeless,migrant,military,swd,el,econ_disadv_pct_2022,foster_pct_2022,gen_ed_pct_2022,homeless_pct_2022,migrant_pct_2022,military_pct_2022,swd_pct_2022,el_pct_2022,asian_pct_2022,black_or_african_american_pct_2022,american_indian_alaska_native_pct_2022,native_hawaiian_pacific_islander_pct_2022,white_pct_2022,two_or_more_races_pct_2022,hispanic_latino_pct_2022,sum_pct_2022
Alabama State Department of Education,Alabama State Department of Education,11099,235270,6455,854,385045,22524,74561,2022,735808.0,351049.0,2754.0,604862.0,7819.0,1292.0,14646.0,130946.0,36956.0,0.47709320909802555,0.003742824215012612,0.8220378142124032,0.010626413412194486,0.001755892841610855,0.01990464903887971,0.17796218578759676,0.05022505871096808,0.015084098025571889,0.3197437374967383,0.00877266895711925,0.001160628859702531,0.5232954792554579,0.030611246412107506,0.1013321409933026,1.0
Alabaster City,Alabaster City,77,1399,31,*,3396,71,1332,2022,6315.0,2201.0,20.0,5464.0,48.0,,128.0,851.0,554.0,0.348535233570863,0.003167062549485352,0.8652414885193983,0.007600950118764846,,0.020269200316706256,0.13475851148060175,0.08772763262074426,0.012193190815518607,0.2215360253365004,0.004908946951702296,,0.5377672209026129,0.011243072050673,0.21092636579572446,
Albertville City,Albertville City,24,254,28,*,2168,145,3235,2022,5856.0,2716.0,20.0,5045.0,71.0,304.0,120.0,811.0,1488.0,0.46379781420765026,0.0034153005464480873,0.86150956284153,0.01212431693989071,0.05191256830601093,0.020491803278688523,0.13849043715846995,0.2540983606557377,0.004098360655737705,0.04337431693989071,0.0047814207650273225,,0.3702185792349727,0.024760928961748634,0.5524248633879781,
Alexander City,Alexander City,29,1160,*,*,1319,111,270,2022,2889.0,1460.0,11.0,2378.0,18.0,,,511.0,97.0,0.5053651782623745,0.00380754586362063,0.8231221876081689,0.006230529595015576,,,0.1768778123918311,0.033575631706472826,0.010038075458636206,0.40152301834544823,,,0.4565593631014192,0.03842159916926272,0.09345794392523364,
Andalusia City,Andalusia City,20,543,*,*,1212,60,59,2022,1905.0,924.0,,1470.0,11.0,,22.0,435.0,13.0,0.48503937007874015,,0.7716535433070866,0.005774278215223097,,0.011548556430446194,0.2283464566929134,0.0068241469816272965,0.010498687664041995,0.28503937007874014,,,0.6362204724409449,0.031496062992125984,0.030971128608923884,
Anniston City,Anniston City,*,1611,*,*,110,49,93,2022,1865.0,1359.0,22.0,1577.0,16.0,,54.0,288.0,28.0,0.7286863270777479,0.011796246648793566,0.8455764075067024,0.008579088471849867,,0.028954423592493297,0.1544235924932976,0.015013404825737266,,0.8638069705093834,,,0.058981233243967826,0.026273458445040216,0.04986595174262735,
Arab City,Arab City,27,19,*,*,2418,22,86,2022,2585.0,763.0,,2098.0,15.0,,17.0,487.0,24.0,0.29516441005802707,,0.811605415860735,0.005802707930367505,,0.0065764023210831725,0.188394584139265,0.009284332688588007,0.010444874274661509,0.007350096711798839,,,0.9353965183752417,0.00851063829787234,0.033268858800773696,
Athens City,Athens City,102,687,27,*,2690,283,890,2022,4686.0,1883.0,,3917.0,63.0,,96.0,769.0,490.0,0.40183525394793,,0.8358941527955612,0.013444302176696543,,0.020486555697823303,0.16410584720443874,0.10456679470763978,0.02176696542893726,0.146606914212548,0.005761843790012804,,0.5740503627827571,0.06039265898420828,0.1899274434485702,
Attalla City,Attalla City,*,250,*,*,994,81,136,2022,1468.0,1025.0,22.0,1207.0,47.0,,56.0,261.0,46.0,0.6982288828337875,0.014986376021798364,0.8222070844686649,0.03201634877384196,,0.03814713896457766,0.17779291553133514,0.031335149863760216,,0.17029972752043596,,,0.6771117166212534,0.055177111716621256,0.09264305177111716,
Auburn City,Auburn City,1060,2133,*,*,5182,327,703,2022,9408.0,2427.0,26.0,7807.0,35.0,,74.0,1601.0,724.0,0.2579719387755102,0.0027636054421768708,0.8298256802721088,0.003720238095238095,,0.007865646258503401,0.17017431972789115,0.07695578231292517,0.11267006802721088,0.2267219387755102,,,0.5508078231292517,0.03475765306122449,0.07472363945578231,
Autauga County,Autauga County,183,2391,20,*,5518,276,430,2022,8825.0,3988.0,18.0,7339.0,34.0,,674.0,1486.0,88.0,0.45189801699716714,0.0020396600566572236,0.8316147308781869,0.0038526912181303117,,0.07637393767705382,0.16838526912181304,0.009971671388101983,0.020736543909348443,0.2709348441926346,0.0022662889518413596,,0.6252691218130312,0.03127478753541076,0.04872521246458923,
Baldwin County,Baldwin County,281,3443,93,23,21460,2517,3803,2022,31620.0,12590.0,71.0,25576.0,173.0,,768.0,6044.0,1921.0,0.3981657179000633,0.002245414294750158,0.8088551549652119,0.005471220746363061,,0.02428842504743833,0.1911448450347881,0.06075268817204301,0.008886780518659076,0.10888678051865908,0.0029411764705882353,0.0007273877292852625,0.6786843769765971,0.07960151802656547,0.12027197975964579,1.0
Barbour County,Barbour County,*,518,*,*,73,*,108,2022,718.0,531.0,,614.0,22.0,,,104.0,42.0,0.7395543175487466,,0.8551532033426184,0.03064066852367688,,,0.14484679665738162,0.0584958217270195,,0.7214484679665738,,,0.10167130919220056,,0.15041782729805014,
Bessemer City,Bessemer City,*,2600,*,*,58,93,555,2022,3315.0,2307.0,15.0,2862.0,,,39.0,453.0,310.0,0.6959276018099547,0.004524886877828055,0.8633484162895928,,,0.011764705882352941,0.13665158371040723,0.09351432880844646,,0.7843137254901961,,,0.017496229260935144,0.028054298642533938,0.167420814479638,
Bibb County,Bibb County,*,663,*,*,2106,57,195,2022,3032.0,1615.0,22.0,2422.0,,,,610.0,105.0,0.5326517150395779,0.007255936675461741,0.7988126649076517,,,,0.2011873350923483,0.034630606860158314,,0.21866754617414247,,,0.6945910290237467,0.018799472295514513,0.06431398416886544,
Birmingham City,Birmingham City,28,18482,30,29,229,181,2184,2022,21163.0,14404.0,50.0,18095.0,35.0,,,3068.0,1359.0,0.6806218400037802,0.002362613996125313,0.8550300051977507,0.001653829797287719,,,0.1449699948022492,0.06421584841468601,0.0013230638378301752,0.8733166375277607,0.0014175683976751878,0.0013703161177526816,0.010820772102253934,0.008552662665973633,0.10319897935075367,1.0
Blount County,Blount County,14,97,17,*,5988,58,1237,2022,7419.0,3509.0,27.0,5833.0,36.0,58.0,334.0,1586.0,524.0,0.47297479444669094,0.003639304488475536,0.7862245585658445,0.004852405984634048,0.007817765197465966,0.04501954441299366,0.21377544143415556,0.07062946488745114,0.0018870467718021297,0.013074538347486184,0.0022914139371883004,,0.8071168621107966,0.007817765197465966,0.16673406119423104,
Boaz City,Boaz City,16,53,11,38,1262,51,965,2022,2396.0,1546.0,,2093.0,170.0,110.0,67.0,303.0,322.0,0.6452420701168614,,0.8735392320534223,0.0709515859766277,0.045909849749582635,0.027963272120200333,0.12646076794657762,0.1343906510851419,0.00667779632721202,0.022120200333889815,0.004590984974958264,0.015859766277128547,0.5267111853088481,0.021285475792988316,0.40275459098497496,1.0
Breakthrough Charter School,Breakthrough Charter School,*,84,*,*,63,*,*,2022,162.0,91.0,,143.0,,,,19.0,,0.5617283950617284,,0.8827160493827161,,,,0.11728395061728394,,,0.5185185185185185,,,0.3888888888888889,,,
Brewton City,Brewton City,*,362,11,*,779,16,30,2022,1207.0,455.0,,999.0,,,15.0,208.0,14.0,0.37696768848384427,,0.827671913835957,,,0.012427506213753107,0.17232808616404308,0.0115990057995029,,0.299917149958575,0.009113504556752278,,0.6454018227009114,0.013256006628003313,0.024855012427506214,
Bullock County,Bullock County,*,1135,*,*,15,*,274,2022,1429.0,989.0,20.0,1250.0,,,,179.0,191.0,0.6920923722883136,0.013995801259622114,0.8747375787263821,,,,0.12526242127361792,0.13365990202939118,,0.7942617214835549,,,0.010496850944716585,,0.19174247725682295,
Butler County,Butler County,17,1728,*,*,1018,39,59,2022,2868.0,2298.0,,2371.0,53.0,,34.0,497.0,22.0,0.801255230125523,,0.8267085076708508,0.018479776847977684,,0.011854951185495118,0.17329149232914923,0.007670850767085077,0.005927475592747559,0.602510460251046,,,0.35495118549511856,0.013598326359832637,0.020571827057182707,
Calhoun County,Calhoun County,54,1183,21,22,6219,70,450,2022,8019.0,4293.0,50.0,6557.0,148.0,,76.0,1462.0,181.0,0.5353535353535354,0.006235191420376605,0.8176830028681881,0.018456166604314754,,0.009477490958972441,0.18231699713181196,0.022571392941763312,0.006734006734006734,0.1475246290061105,0.002618780396558174,0.0027434842249657062,0.7755331088664422,0.008729267988527249,0.05611672278338945,1.0
Chambers County,Chambers County,*,1579,*,*,1481,59,142,2022,3272.0,1500.0,16.0,2467.0,,,22.0,805.0,25.0,0.45843520782396086,0.004889975550122249,0.7539731051344744,,,0.006723716381418093,0.24602689486552567,0.007640586797066014,,0.4825794621026895,,,0.4526283618581907,0.018031784841075794,0.04339853300733496,
Cherokee County,Cherokee County,*,154,59,*,3406,72,110,2022,3817.0,2182.0,13.0,3125.0,246.0,,28.0,692.0,38.0,0.5716531307309405,0.0034058160859313596,0.8187057898873461,0.06444851977993188,,0.007335603877390621,0.18129421011265393,0.00995546240503013,,0.040345821325648415,0.015457165313073094,,0.8923238145140162,0.018862981399004455,0.02881844380403458,
Chickasaw City,Chickasaw City,*,1477,24,*,930,69,104,2022,2616.0,1775.0,,2046.0,,,26.0,570.0,41.0,0.6785168195718655,,0.7821100917431193,,,0.009938837920489297,0.21788990825688073,0.015672782874617736,,0.5646024464831805,0.009174311926605505,,0.3555045871559633,0.026376146788990827,0.039755351681957186,
Chilton County,Chilton County,34,805,13,*,4962,337,1530,2022,7683.0,4553.0,42.0,6317.0,,,47.0,1366.0,569.0,0.5926070545359885,0.005466614603670442,0.8222048678901471,,,0.0061174020564883505,0.17779513210985293,0.07405961213067812,0.004425354679161786,0.10477677990368346,0.001692047377326565,,0.6458414681764936,0.043863074319927114,0.19914096056228037,
Choctaw County,Choctaw County,*,760,*,*,273,11,13,2022,1063.0,716.0,,856.0,,,,207.0,,0.6735653809971778,,0.8052681091251176,,,,0.1947318908748824,,,0.7149576669802445,,,0.2568203198494826,0.010348071495766699,0.012229539040451553,
Clarke County,Clarke County,*,1461,*,*,641,47,33,2022,2199.0,1264.0,,1835.0,,,60.0,364.0,13.0,0.574806730331969,,0.8344702137335153,,,0.027285129604365622,0.16552978626648476,0.005911778080945885,,0.6643929058663028,,,0.29149613460663937,0.021373351523419737,0.015006821282401092,
Clay County,Clay County,*,287,*,*,1200,115,96,2022,1706.0,976.0,11.0,1402.0,16.0,,,304.0,23.0,0.5720984759671747,0.006447831184056272,0.8218053927315357,0.009378663540445486,,,0.17819460726846426,0.013481828839390387,,0.1682297772567409,,,0.7033997655334114,0.06740914419695193,0.05627198124267292,
Cleburne County,Cleburne County,*,79,*,*,2244,52,82,2022,2462.0,1223.0,,1981.0,39.0,,12.0,481.0,,0.4967506092607636,,0.8046303818034118,0.015840779853777416,,0.00487408610885459,0.19536961819658813,,,0.032087733549959384,,,0.9114541023558083,0.021121039805036556,0.03330625507717303,
Coffee County,Coffee County,14,155,54,*,2255,44,282,2022,2810.0,1556.0,41.0,2359.0,76.0,,83.0,451.0,135.0,0.5537366548042705,0.014590747330960854,0.8395017793594306,0.02704626334519573,,0.029537366548042704,0.1604982206405694,0.04804270462633452,0.00498220640569395,0.05516014234875445,0.019217081850533807,,0.802491103202847,0.015658362989323844,0.100355871886121,
Colbert County,Colbert County,*,323,*,*,2083,79,131,2022,2629.0,1634.0,18.0,1964.0,41.0,,70.0,665.0,29.0,0.6215290985165463,0.006846709775580068,0.7470521110688475,0.015595283377710156,,0.026626093571700267,0.25294788893115255,0.01103081019399011,,0.12286040319513122,,,0.7923164701407379,0.0300494484594903,0.0498288322556105,
Conecuh County,Conecuh County,*,1030,*,*,277,18,19,2022,1349.0,823.0,,1115.0,,,16.0,234.0,,0.6100815418828762,,0.8265381764269829,,,0.011860637509266123,0.17346182357301704,,,0.7635285396590067,,,0.20533728687916974,0.013343217197924388,0.014084507042253521,
Coosa County,Coosa County,*,319,*,*,395,22,36,2022,774.0,447.0,,608.0,,,,166.0,13.0,0.5775193798449613,,0.7855297157622739,,,,0.2144702842377261,0.016795865633074936,,0.41214470284237725,,,0.5103359173126615,0.028423772609819122,0.046511627906976744,
Covington County,Covington County,30,191,*,*,2588,55,45,2022,2916.0,1669.0,,2266.0,,,23.0,650.0,12.0,0.5723593964334706,,0.7770919067215364,,,0.007887517146776405,0.22290809327846364,0.00411522633744856,0.0102880658436214,0.06550068587105624,,,0.887517146776406,0.01886145404663923,0.015432098765432098,
Crenshaw County,Crenshaw County,17,663,*,*,1304,57,74,2022,2119.0,1071.0,,1685.0,,,25.0,434.0,37.0,0.5054270882491742,,0.7951864086833412,,,0.011798017932987258,0.2048135913166588,0.017461066540821142,0.008022652194431336,0.3128834355828221,,,0.6153846153846154,0.026899480887210947,0.034922133081642284,
Cullman City,Cullman City,53,38,*,*,2725,69,270,2022,3168.0,699.0,20.0,2675.0,,,,493.0,85.0,0.2206439393939394,0.006313131313131313,0.8443813131313131,,,,0.15561868686868688,0.02683080808080808,0.01672979797979798,0.011994949494949494,,,0.8601641414141414,0.021780303030303032,0.08522727272727272,
Cullman County,Cullman County,*,73,24,22,8251,288,946,2022,9611.0,4370.0,49.0,7304.0,,,129.0,2307.0,286.0,0.4546873374258662,0.005098324836125273,0.7599625429195713,,,0.013422120486942045,0.24003745708042867,0.029757569451669963,,0.007595463531370305,0.0024971386952450316,0.0022890438039746123,0.8584954739361149,0.02996566434294038,0.09842888357090833,
Dale County,Dale County,26,611,11,*,2286,104,165,2022,3209.0,1875.0,12.0,2750.0,,,31.0,459.0,58.0,0.5842941726394515,0.00373948270489249,0.8569647865378622,,,0.009660330320972266,0.14303521346213774,0.01807416640698037,0.008102212527267061,0.19040199439077593,0.003427859146151449,,0.7123714552820193,0.032408850109068243,0.051417887192271736,
Daleville City,Daleville City,*,315,*,*,561,58,231,2022,1185.0,686.0,,974.0,12.0,,58.0,211.0,87.0,0.5789029535864979,,0.8219409282700422,0.010126582278481013,,0.048945147679324896,0.1780590717299578,0.07341772151898734,,0.26582278481012656,,,0.47341772151898737,0.048945147679324896,0.1949367088607595,
Dallas County,Dallas County,*,1991,*,*,407,128,25,2022,2558.0,1872.0,14.0,2032.0,112.0,,35.0,526.0,13.0,0.7318217357310399,0.00547302580140735,0.7943706020328382,0.0437842064112588,,0.013682564503518374,0.20562939796716184,0.0050820953870211105,,0.7783424550430024,,,0.15910867865519937,0.05003909304143862,0.009773260359655981,
Decatur City,Decatur City,94,2580,20,14,2759,404,2766,2022,8637.0,4146.0,38.0,7301.0,67.0,,148.0,1336.0,1430.0,0.4800277874261896,0.004399675813361121,0.8453166608776196,0.0077573231446103974,,0.017135579483616995,0.15468333912238047,0.16556674771332638,0.01088340859094593,0.29871483153872874,0.002315618849137432,0.0016209331943962024,0.31943962023850875,0.046775500752576124,0.3202500868357068,1.0
DeKalb County,DeKalb County,27,69,1043,*,4354,45,2879,2022,8422.0,5283.0,33.0,6952.0,247.0,213.0,46.0,1470.0,1537.0,0.6272856803609594,0.003918309190216101,0.8254571360721918,0.029327950605556874,0.025290904773213014,0.005461885537876989,0.17454286392780813,0.18249821895036808,0.003205889337449537,0.008192828306815484,0.12384231773925433,,0.5169793398242698,0.005343148895749228,0.34184279268582285,
Demopolis City,Demopolis City,14,1029,*,*,905,13,103,2022,2069.0,968.0,,1817.0,,,,252.0,63.0,0.4678588690188497,,0.8782020299661673,,,,0.12179797003383278,0.030449492508458194,0.006766553890768487,0.49734171097148383,,,0.43740937651039147,0.006283228612856452,0.049782503624939585,
Dothan City,Dothan City,150,4947,12,13,2181,167,632,2022,8102.0,5553.0,23.0,6325.0,116.0,,160.0,1777.0,288.0,0.6853863243643544,0.0028388052332757345,0.7806714391508269,0.01431745248086892,,0.01974821031843989,0.21932856084917304,0.03554677857319181,0.0185139471735374,0.6105899777832634,0.0014811157738829918,0.0016045420883732413,0.26919279190323375,0.020612194519871636,0.07800543075783757,1.0
Elba City,Elba City,*,280,*,*,325,15,27,2022,654.0,406.0,,548.0,22.0,,16.0,106.0,13.0,0.6207951070336392,,0.8379204892966361,0.03363914373088685,,0.024464831804281346,0.1620795107033639,0.019877675840978593,,0.42813455657492355,,,0.4969418960244648,0.022935779816513763,0.04128440366972477,
Elmore County,Elmore County,78,3126,38,11,7452,399,447,2022,11551.0,5102.0,29.0,9293.0,40.0,,443.0,2258.0,309.0,0.44169335988226127,0.0025106051424119125,0.8045190892563414,0.003462903644706086,,0.038351657865119904,0.19548091074365856,0.026750930655354516,0.006752662107176868,0.27062591983378065,0.0032897584624707816,0.0009522985022941737,0.6451389490087438,0.03454246385594321,0.03869794822959051,0.9999999999999999
Enterprise City,Enterprise City,191,1411,46,33,3547,191,1087,2022,6506.0,2788.0,21.0,5703.0,113.0,,983.0,803.0,526.0,0.4285275130648632,0.003227789732554565,0.8765754687980326,0.017368582846603135,,0.1510913003381494,0.12342453120196742,0.08084844758684291,0.029357516138948662,0.21687672917307102,0.007070396557024286,0.005072241008300031,0.5451890562557639,0.029357516138948662,0.16707654472794345,0.9999999999999999
Escambia County,Escambia County,18,1637,145,*,2019,104,102,2022,4028.0,2149.0,,3227.0,,,51.0,801.0,23.0,0.5335153922542205,,0.801142005958292,,,0.01266137040714995,0.19885799404170804,0.0057100297914597815,0.004468718967229395,0.4064051638530288,0.03599801390268123,,0.5012413108242304,0.025819265143992055,0.0253227408142999,
Etowah County,Etowah County,87,270,13,13,7198,324,443,2022,8348.0,3564.0,34.0,6794.0,29.0,,42.0,1554.0,102.0,0.4269286056540489,0.004072831816003833,0.813847628174413,0.003473885960709152,,0.005031145184475324,0.18615237182558697,0.0122184954480115,0.010421657882127455,0.03234307618591279,0.0015572592237661715,0.0015572592237661715,0.8622424532822233,0.03881169142309535,0.05306660277910877,1.0
Eufaula City,Eufaula City,72,2904,19,*,2509,82,475,2022,6065.0,3296.0,,4902.0,,,76.0,1163.0,192.0,0.5434460016488046,,0.8082440230832646,,,0.012530915086562242,0.19175597691673538,0.031657048639736195,0.011871393239901072,0.47881286067600987,0.0031327287716405605,,0.41368507831821927,0.013520197856553999,0.07831821929101401,
Fairfield City,Fairfield City,*,1464,*,*,*,14,50,2022,1539.0,1133.0,,1301.0,232.0,,,238.0,22.0,0.7361923326835608,,0.8453541260558805,0.1507472384665367,,,0.15464587394411955,0.014294996751137101,,0.9512670565302144,,,,0.009096816114359974,0.03248862897985705,
Fayette County,Fayette County,*,293,*,*,1704,80,55,2022,2145.0,1279.0,,1793.0,,,37.0,352.0,14.0,0.5962703962703962,,0.8358974358974359,,,0.01724941724941725,0.1641025641025641,0.006526806526806527,,0.1365967365967366,,,0.7944055944055944,0.037296037296037296,0.02564102564102564,
Florence City,Florence City,43,1315,*,*,2185,454,582,2022,4587.0,2169.0,20.0,3773.0,87.0,,45.0,814.0,196.0,0.4728580771746239,0.004360148245040331,0.8225419664268585,0.01896664486592544,,0.009810333551340745,0.1774580335731415,0.04272945280139525,0.009374318726836712,0.28667974711140176,,,0.4763461957706562,0.09897536516241552,0.12688031393067364,
Fort Payne City,Fort Payne City,26,103,49,*,1769,91,1428,2022,3468.0,2109.0,11.0,3127.0,,,15.0,341.0,692.0,0.6081314878892734,0.0031718569780853517,0.9016724336793541,,,0.004325259515570935,0.0983275663206459,0.19953863898500576,0.007497116493656286,0.029700115340253748,0.014129181084198385,,0.5100922722029988,0.026239907727797,0.4117647058823529,
Franklin County,Franklin County,*,51,21,*,2833,54,619,2022,3584.0,1741.0,,2846.0,,,21.0,738.0,296.0,0.4857700892857143,,0.7940848214285714,,,0.005859375,0.20591517857142858,0.08258928571428571,,0.014229910714285714,0.005859375,,0.7904575892857143,0.015066964285714286,0.17271205357142858,
Gadsden City,Gadsden City,43,2220,23,*,1487,74,911,2022,4759.0,3397.0,23.0,3765.0,65.0,,47.0,994.0,508.0,0.7138054213069973,0.004832948098339987,0.7911325908804371,0.013658331582265182,,0.00987602437486867,0.20886740911956295,0.10674511451985712,0.00903551166211389,0.4664845555789031,0.004832948098339987,,0.3124606009665896,0.015549485185963437,0.19142677032990124,
Geneva City,Geneva City,*,127,*,*,1000,56,31,2022,1224.0,624.0,,996.0,,,18.0,228.0,,0.5098039215686274,,0.8137254901960784,,,0.014705882352941176,0.18627450980392157,,,0.10375816993464053,,,0.8169934640522876,0.0457516339869281,0.025326797385620915,
Geneva County,Geneva County,19,296,*,*,2027,60,266,2022,2684.0,1720.0,13.0,2165.0,,44.0,27.0,519.0,68.0,0.6408345752608048,0.004843517138599106,0.8066318926974665,,0.01639344262295082,0.010059612518628911,0.19336810730253354,0.02533532041728763,0.007078986587183309,0.11028315946348734,,,0.7552160953800298,0.022354694485842028,0.09910581222056632,
Greene County,Greene County,*,913,*,*,*,*,16,2022,940.0,671.0,,818.0,,,,122.0,,0.7138297872340426,,0.8702127659574468,,,,0.12978723404255318,,,0.9712765957446808,,,,,0.01702127659574468,
Gulf Shores City,Gulf Shores City,34,98,28,*,1990,29,188,2022,2373.0,343.0,,2051.0,,,,322.0,63.0,0.14454277286135694,,0.8643067846607669,,,,0.13569321533923304,0.02654867256637168,0.014327855035819638,0.04129793510324484,0.011799410029498525,,0.8386009270965024,0.012220817530552043,0.07922461019806153,
Guntersville City,Guntersville City,20,206,11,*,1410,53,149,2022,1859.0,793.0,,1587.0,94.0,,22.0,272.0,60.0,0.42657342657342656,,0.8536847767616998,0.05056481979558903,,0.011834319526627219,0.14631522323830015,0.0322754168908015,0.010758472296933835,0.11081226465841851,0.005917159763313609,,0.7584722969338354,0.028509951586874662,0.08015061861215707,
Hale County,Hale County,*,1575,*,*,668,15,50,2022,2314.0,1724.0,13.0,1968.0,,,,346.0,20.0,0.7450302506482281,0.0056179775280898875,0.8504753673293,,,,0.1495246326707001,0.00864304235090752,,0.6806395851339672,,,0.28867761452031115,0.00648228176318064,0.021607605877268798,
Haleyville City,Haleyville City,15,26,*,*,1329,27,225,2022,1624.0,907.0,,1312.0,,,,312.0,109.0,0.5584975369458128,,0.8078817733990148,,,,0.1921182266009852,0.06711822660098522,0.009236453201970444,0.01600985221674877,,,0.8183497536945813,0.0166256157635468,0.13854679802955666,
Hartselle City,Hartselle City,37,167,14,*,3155,76,140,2022,3593.0,889.0,,2850.0,,,29.0,743.0,24.0,0.24742554967993322,,0.7932090175340941,,,0.008071249652101308,0.20679098246590594,0.006679654884497634,0.010297801280267187,0.046479265237962704,0.003896465349290287,,0.8780962983579181,0.021152240467575842,0.038964653492902866,
Henry County,Henry County,15,709,*,*,1555,62,93,2022,2438.0,999.0,,1952.0,,,38.0,486.0,22.0,0.40976210008203445,,0.800656275635767,,,0.015586546349466776,0.19934372436423298,0.009023789991796555,0.0061525840853158325,0.2908121410992617,,,0.6378178835110746,0.02543068088597211,0.03814602132895816,
Homewood City,Homewood City,79,626,*,*,2853,197,440,2022,4199.0,726.0,,3827.0,,,23.0,372.0,217.0,0.17289830912121934,,0.9114074779709455,,,0.005477494641581329,0.08859252202905454,0.05167897118361515,0.018814003334127173,0.14908311502738747,,,0.6794474874970231,0.04691593236484878,0.10478685401286021,
Hoover City,Hoover City,1006,3112,12,*,7418,716,1215,2022,13486.0,3280.0,22.0,11670.0,18.0,,227.0,1816.0,916.0,0.24321518611893816,0.0016313213703099511,0.8653418359780514,0.001334717484799051,,0.016832270502743586,0.1346581640219487,0.06792228978199615,0.0745958772059914,0.23075782292748034,0.0008898116565327006,,0.5500519056799644,0.05309209550645114,0.09009343022393593,
Houston County,Houston County,46,1097,19,*,4776,142,516,2022,6605.0,3209.0,23.0,5391.0,,,47.0,1214.0,145.0,0.4858440575321726,0.00348221044663134,0.8161998485995458,,,0.007115821347464042,0.1838001514004542,0.02195306585919758,0.00696442089326268,0.1660862982588948,0.0028766086298258895,,0.7230885692657077,0.02149886449659349,0.07812263436790311,
Huntsville City,Huntsville City,367,9016,87,62,8733,1514,3609,2022,23388.0,8697.0,87.0,19357.0,163.0,,948.0,4031.0,1742.0,0.37185736275012826,0.003719856336582863,0.827646656404994,0.0069693860099196165,,0.040533606977937404,0.17235334359500598,0.07448264067042928,0.015691807764665642,0.38549683598426543,0.003719856336582863,0.002650932101932615,0.3733966136480246,0.06473405165041902,0.1543099025141098,1.0
i3 Academy,i3 Academy - LEA,*,416,*,*,32,*,17,2022,470.0,292.0,,388.0,13.0,,,82.0,11.0,0.6212765957446809,,0.825531914893617,0.027659574468085105,,,0.17446808510638298,0.023404255319148935,,0.8851063829787233,,,0.06808510638297872,,0.036170212765957444,
Jackson County,Jackson County,*,181,859,*,3688,32,268,2022,5041.0,2178.0,30.0,4060.0,43.0,,81.0,981.0,130.0,0.43205713152152353,0.005951200158698671,0.8053957548105535,0.008530053560801429,,0.01606824042848641,0.19460424518944655,0.025788534021027574,,0.03590557429081531,0.17040269787740528,,0.7316008728426899,0.006347946835945249,0.05316405475104146,
Jacksonville City,Jacksonville City,18,552,*,*,994,43,74,2022,1684.0,818.0,,1405.0,,,,279.0,15.0,0.4857482185273159,,0.8343230403800475,,,,0.1656769596199525,0.008907363420427554,0.010688836104513063,0.32779097387173395,,,0.5902612826603325,0.02553444180522565,0.043942992874109264,
Jasper City,Jasper City,28,389,*,*,1700,60,429,2022,2610.0,1136.0,13.0,2100.0,,,46.0,510.0,282.0,0.43524904214559385,0.004980842911877395,0.8045977011494253,,,0.017624521072796936,0.19540229885057472,0.10804597701149425,0.010727969348659003,0.14904214559386972,,,0.6513409961685823,0.022988505747126436,0.16436781609195403,
Jefferson County,Jefferson County,147,18315,55,26,11823,664,4602,2022,35632.0,19062.0,154.0,29027.0,290.0,,282.0,6605.0,2609.0,0.5349685675797037,0.004321957790749888,0.8146329142343961,0.008138751683879659,,0.007914234396048495,0.18536708576560396,0.07322070049393803,0.00412550516389762,0.5140042658284688,0.0015435563538392456,0.0007296811854512797,0.33180848675348,0.018634934889986528,0.12915356982487652,1.0
Lamar County,Lamar County,*,243,*,*,1875,54,46,2022,2222.0,1185.0,,1693.0,13.0,,16.0,529.0,14.0,0.5333033303330333,,0.761926192619262,0.0058505850585058505,,0.0072007200720072,0.23807380738073808,0.0063006300630063005,,0.10936093609360936,,,0.8438343834383438,0.024302430243024302,0.020702070207020702,
Lanett City,Lanett City,*,711,*,*,57,11,165,2022,947.0,589.0,,783.0,,,15.0,164.0,127.0,0.6219640971488912,,0.8268215417106652,,,0.01583949313621964,0.17317845828933473,0.1341077085533263,,0.750791974656811,,,0.06019007391763464,0.011615628299894404,0.17423442449841606,
Lauderdale County,Lauderdale County,46,233,17,*,7459,143,173,2022,8075.0,3565.0,58.0,6259.0,34.0,,107.0,1816.0,41.0,0.44148606811145513,0.00718266253869969,0.7751083591331269,0.004210526315789474,,0.01325077399380805,0.22489164086687308,0.005077399380804953,0.005696594427244582,0.028854489164086686,0.002105263157894737,,0.9237151702786378,0.017708978328173374,0.021424148606811147,
Lawrence County,Lawrence County,20,466,351,*,3487,*,190,2022,4518.0,2166.0,19.0,3448.0,137.0,,44.0,1070.0,67.0,0.47941567065073043,0.0042054006197432495,0.7631695440460381,0.03032315183709606,,0.009738822487826471,0.23683045595396193,0.014829570606463036,0.004426737494466578,0.10314298362107127,0.07768924302788845,,0.7718016821602479,,0.04205400619743249,
LEAD Academy,LEAD Academy - LEA,*,474,*,*,24,*,11,2022,518.0,337.0,,480.0,,,,38.0,,0.6505791505791506,,0.9266409266409267,,,,0.07335907335907337,,,0.915057915057915,,,0.04633204633204633,,0.021235521235521235,
